author,datePublished,reviewRating,description,name
Issabelle F.,2019-02-21,4,Im trying to slowly transition to a plant based diet and MeeT is one of my favourite places to get plant based food in the city Simply because it doesnt taste like your eating plant based dishes A couple things that Ive gotten from MeeT that Ive loved + Angry Burger I get this w the beyond meat veggie patty + Sweet Chili Cauliflower fave appy + Chiggin Things second fave appy + All their poutine their regular poutine takes the crown for me though + Hot Chiggn Caesar Salad so freaking delicious + Mac N Cheese Bowl Everything Ive tried Ive loved Even when I was eating meat I still loved coming here because everyhting is so delicious and filling For the prices youre paying the portions are very generous and the quality of the food is always consistent Since its in the heart of Gastown parking is really really annoying Luckily when I come to eat at MeeT Im usually taking transit If you are driving down theres a couple parking garages close by or theres street parking a few blocks away Service has always been prompt and friendly Plus they give really great recommendations This place is usually busy on the weekends and in evenings I love coming in post lunch rush though or right before the dinner rush If Im craving good comfort food MeeT is one of my first stops,MeeT in Gastown
Laura L.,2020-02-01,4,Went here last night Thought I would give the gastown location a try after having found the yaletown location somewhat disappointing The service was great and ambiance a lot more welcoming We tried the noodle bowl and beefless ginger bowl both were pretty tasty I wish there would have been more tofu in the noodles and more veggies overall in both bowls We also had the cauliflower appetizers that we had actually loved in Yaletown but this time found the texture more mushy and the sauce more watered down Overall the Meet restaurants are a decent vegeterian option but I have yet to be wowed Would recommend you give them a try nonetheless,MeeT in Gastown
Nidhi M.,2019-05-04,2,Came on a Friday afternoon and was seated at the bar right away We ordered the Ktown poutine  not good too strong of a kimchi flavor Not-cho average nacho fries  ok incredibly cheesy not my cup of tea The service was great but the food was not Parking street metered parking,MeeT in Gastown
Benjamin S.,2019-12-03,5,If youre vegan heres the restaurant of your dreams MeeT was my destination when MEETING up with an old friend from childhood who is vegan and Im more of a plant based person as well so this did me just fine Arriving in Gastown Ill certainly say that parking is no small task but once I found a place to park figured out how to use their easy parking system and headed over to the restaurant all the frustrating parts of the experience were over MeeT isnt right on the street front but in a cozy courtyard off the main drag Its perfect It made the experience all that much better as all the windows were open and werent listening to traffic whizzing by but just the sounds of our fellow dining companions The restaurant is large and when I visited on a summer day it was packed A very good sign of a good restaurant The menu is expansive and even hardcore meat eaters would be enthusiastic about the menu The days of thinking that vegans eat salads and boiled vegetables are over when you can get mac n cheese chicken wings to hamburgers and all the other comfort foods sans meat My friends boyfriend recommended a bowl that he gets there so I followed suit as everything in the bowl sounded delicious and right up my alley It was all very good and have thought about it since several times The next time Im in Vancouver Ill be heading to MeeT,MeeT in Gastown
Leon S.,2021-10-04,5,Amazing vegan pizza Employees treat you like family and the overall vibe of the place is real nice if youre looking for a cheat meal without cheating this is definitely the place for it,Vegan Cave Cafe
Chloe C.,2021-07-15,5,Really amazing pizza The cashier guy was really friendly as well Was skeptical of their gf crusts but the almond flour crust I got really exceeded my expectations I got half pesto and half bombay chikn and both were so flavourful Bombay chikn was way too spicy for me though unfortunately but it was still really tasty I loved both but the pesto with broccoli was my favourite I also got a twix bar which was good but not mind blowing,Vegan Cave Cafe
Sofie P.,2021-05-31,4,My go-to here Pretty delish Ive had this a number of times and always remember loving it This time it came with daiya cheddar on top of the house-made ricotta I cant remember if it always came this way The menu as well as other photos Ive seen of the pizza have mozzarella not cheddar Again still a good pizza but not as good as I remember pre-COVID,Vegan Cave Cafe
Sumit D.,2020-12-21,4,The short  dined in once in 2019 would go back again  tried 2 pizzas liked both  tried a dessert bar-shaped did not like it as it was too sweet and hard for me The long  vegan  no dedicated parking  one might feel a little uncomfortable about the location  some seating available inside  ambience was average,Vegan Cave Cafe
Elena A.,2020-04-19,5,What a great place to have vegan pizza I am amazed with all the flavors and the crust is just the yummiest Ive got their Freaky Greeky pizza Its a pesto based pizza topped with cashew feta garlic tomato olives and red onion The pizza is loaded with ingredients I enjoyed it so much I cant wait to order it again I highly recommend this place would choose their pizza any day without thinking twice Friendly staff and great service,Vegan Cave Cafe
Garry C.,2021-04-11,5,I just had the La Tinga burrito and it was fantastic It was huge I am totally stuffed Prices are reasonable for vegan food Oh and the brownies are quite tasty as well I recommend this to anyone vegan or not you will love it,Vegan Cave Cafe
Darius D.,2020-07-09,5,Im no vegan but that doesnt stop me from venturing out and enjoying the many vegan delicacies that exist Including pizza I was astonished how good pizza could be without meat It tasted amazing and felt super healthy using ingredients for the crust such as almond flour Usually I feel really bloated and unhealthy after eating regular pizza but I didnt have that feeling with Vegan Cave Cafes pizza,Vegan Cave Cafe
